,Total Assets,Total Current Assets,Total Non-Current Assets,Total Liabilities,Total Current Liabilities,Total Non-Current Liabilities,Total Equity,Cash Generated from Operating Activities,Income/Loss before Non-Cash Adjustment,Changes in Operating Capital,Cash Flow from Investing Activities,Cash Flow from Financing Activities,Change in Cash,"Cash and Cash Equivalents, Beginning of Period",Gross Profit,Total Revenue,Total Operating Profit/Loss,Diluted EPS,Diluted WASO,Open,return,Net Income,Gross Margin,Total Current Equity,Net Income to Total Assets ratio,Net Income to Total Equity ratio,Total Assets to Total Equity ratio,Total Revenue to Total Assets ratio,Total Revenue to Total Equity ratio,Gross Profit to Total Assets ratio,Gross Profit to Total Equity ratio,Price to Total Assets ratio,Price to Total Current Assets ratio,Price to Total Non-Current Assets ratio,Price to Total Liabilities ratio,Price to Total Current Liabilities ratio,Price to Total Non-Current Liabilities ratio,Price to Total Equity ratio,Price to Cash Generated from Operating Activities ratio,Price to Income/Loss before Non-Cash Adjustment ratio,Price to Changes in Operating Capital ratio,Price to Cash Flow from Investing Activities ratio,Price to Cash Flow from Financing Activities ratio,Price to Change in Cash ratio,"Price to Cash and Cash Equivalents, Beginning of Period ratio",Price to Gross Profit ratio,Price to Total Revenue ratio,Price to Total Operating Profit/Loss ratio,Price to Diluted EPS ratio,Price to Net Income ratio
1232,1567776000.0,550974000.0,1016802000.0,1678718000.0,559207000.0,1119511000.0,-110942000.0,423817000.0,392084000.0,-12740000.0,137850000.0,-523571000.0,38096000.0,157394000.0,984074000.0,1316536000.0,413307000.0,13.4,29260000.0,511.98999,-0.1461747250175731,392084000.0,0.7474721541985939,-8233000.0,0.2500892984712102,-3.5341349533990734,-14.131492131023418,0.8397475149511154,-11.866885399578157,0.6276878839834262,-8.870166393250527,3062122.3668845557,1076142.1331694396,1985980.2337151163,3278810.197050923,1092222.5256786759,2186587.671372247,-216687.83016636712,827783.7619442521,765804.0345671602,-24883.298987935294,269243.5451716546,-1022619.6023871483,74407.70472875847,307416.1664762235,1922057.1089680875,2571409.6480675335,807256.0168607985,0.02617238669060698,765804.0345671602
1233,1442034000.0,484715000.0,957319000.0,2243981000.0,331459000.0,1912522000.0,-801947000.0,509450000.0,373541000.0,-35911000.0,-5671000.0,-547165000.0,-43386000.0,195354000.0,1075096000.0,1377270000.0,542414000.0,14.18,26347000.0,437.149994,0.3923139250918073,373600460.0,0.7805993015167687,153256000.0,0.25907881506261293,-0.4658667717442674,-1.798166212979162,0.9550884375819155,-1.7174077588668577,0.7455413672631852,-1.3406072969909484,3298716.732911587,1108807.060855181,2189909.6720564063,5133206.06382074,758227.1635579618,4374978.900262778,-1834489.3309091525,1165389.4704159598,854491.6050027442,-82148.005245083,-12972.664023415267,-1251664.2056730762,-99247.39928053162,446880.9394516428,2459329.783268852,3150566.210461849,1240796.0824540239,0.03243737891941959,854627.622389948
1234,1575281000.0,556448000.0,1018833000.0,2263271000.0,367688000.0,1895583000.0,-687990000.0,468915000.0,429375000.0,-63448000.0,-15954000.0,-455001000.0,-2040000.0,133202000.0,1202504000.0,1513557000.0,640889000.0,16.93,25367000.0,608.650024,0.8933705389946719,429463310.0,0.7944887440644786,188760000.0,0.27262647743481955,-0.6242290004215177,-2.289685896597334,0.9608171494482571,-2.1999694763005277,0.7633584103407582,-1.7478509862061948,2588155.652483799,914233.102864381,1673922.549619418,3718509.670181168,604104.141134479,3114405.5290466887,-1130354.0176973687,770418.108124481,705454.6669992409,-104243.8141758785,-26212.107731716773,-747557.680208027,-3351.679815262769,218848.26213364283,1975690.3845944807,2486744.336347878,1052968.0025117358,0.02781565650607778,705599.7585896752
1235,116934000.0,88584000.0,28350000.0,75181000.0,32350000.0,42831000.0,41753000.0,-24279000.0,-37786000.0,1673000.0,-21042000.0,85862000.0,40541000.0,17748000.0,48441000.0,103102000.0,-35530000.0,-1.0,37604000.0,7.27,-0.3823933975240715,-37604000.0,0.46983569668871605,56234000.0,-0.32158311526160055,-0.9006298948578545,2.800613129595478,0.8817110506781604,2.46933154503868,0.41425932577351327,1.1601801068186717,16084456.67125172,12184869.32599725,3899587.3452544706,10341265.474552957,4449793.672627236,5891471.8019257225,5743191.1966987625,-3339614.8555708393,-5197524.071526823,230123.79642365887,-2894360.3851444293,11810453.920220083,5576478.679504815,2441265.4745529573,6663136.176066025,14181843.191196699,-4887207.702888584,-0.13755158184319122,-5172489.683631362
1236,99233000.0,71235000.0,27998000.0,72953000.0,48523000.0,24430000.0,26280000.0,-12939000.0,-25838000.0,-2786000.0,19690000.0,-6556000.0,195000.0,58289000.0,69373000.0,128868000.0,-21150000.0,-0.52,50141000.0,4.49,0.9131403118040088,-26073320.0,0.5383260390477077,22712000.0,-0.262748480848105,-0.9921354642313547,3.7759893455098936,1.2986405731964166,4.903652968036529,0.6990920359154716,2.639764079147641,22100890.86859688,15865256.124721603,6235634.743875278,16247884.187082404,10806904.231625834,5440979.95545657,5853006.681514476,-2881737.1937639196,-5754565.70155902,-620489.977728285,4385300.668151448,-1460133.6302895322,43429.84409799554,12981959.91091314,15450556.792873051,28701113.585746102,-4710467.706013363,-0.11581291759465479,-5806975.501113585
1237,105239000.0,75011000.0,30228000.0,74911000.0,34078000.0,40833000.0,30328000.0,6838000.0,-11860000.0,2427000.0,-2397000.0,-4803000.0,-362000.0,58484000.0,95156000.0,162090000.0,-6542000.0,-0.23,52342000.0,8.59,0.6682188591385332,-12038660.0,0.5870565735085447,40933000.0,-0.11439352331360048,-0.39694869427591667,3.470027697177526,1.5402084778456655,5.344566077552097,0.9041895114928876,3.137562648377737,12251338.766006986,8732363.213038417,3518975.552968568,8720721.769499417,3967171.1292200233,4753550.640279395,3530616.996507567,796041.9091967404,-1380675.2037252618,282537.83469150175,-279045.4016298021,-559138.5331781141,-42142.025611175784,6808381.83934808,11077532.013969732,18869615.832363214,-761583.2363213039,-0.026775320139697325,-1401473.8067520373
1238,128196000.0,92835000.0,35361000.0,81358000.0,39518000.0,41840000.0,46838000.0,11106000.0,-8969000.0,-1231000.0,-2650000.0,2369000.0,10825000.0,58122000.0,117121000.0,200225000.0,-5720000.0,-0.16,54946000.0,14.33,0.7411026517794836,-8791360.0,0.5849469346984643,53317000.0,-0.06857749071733907,-0.18769716896537,2.7370084119731843,1.561866204873787,4.274840941116188,0.9136088489500452,2.500555104829412,8945987.438939288,6478367.062107467,2467620.376831821,5677459.874389393,2757711.0956036285,2919748.7787857642,3268527.5645498955,775017.4459176552,-625889.7418004187,-85903.69853454291,-184926.72714584786,165317.5157013259,755408.2344731332,4055966.503838102,8173133.286810886,13972435.450104676,-399162.5959525471,-0.011165387299371948,-613493.370551291
1239,394666000.0,334002000.0,60664000.0,251918000.0,47994000.0,203924000.0,142748000.0,38622000.0,-221000.0,-7064000.0,-216749000.0,191092000.0,12965000.0,68947000.0,153630000.0,257664000.0,7009000.0,0.0,58076000.0,24.950001,0.7182363639985425,0.0,0.5962416169895678,286008000.0,0.0,0.0,2.7647742875556927,0.6528659676789994,1.8050270406590636,0.38926586024638554,1.0762322414324543,15818275.919107178,13386853.170867609,2431422.7482395694,10096913.4229694,1923607.1373303751,8173306.285639026,5721362.4961377755,1547975.8898606857,-8857.715075843083,-283126.24115726486,-8687334.321148925,7658997.689018128,519639.2577298895,2763406.7028694707,6157514.783265941,10327214.014941322,280921.83242798265,0.0,0.0
1240,482380000.0,381274000.0,101106000.0,285922000.0,65992000.0,219930000.0,196458000.0,51221000.0,-4552000.0,-17402000.0,-63631000.0,8474000.0,-3936000.0,81912000.0,193495000.0,328006000.0,3267000.0,-0.08,60371000.0,42.869999,0.5418707614152265,-4829680.0,0.5899129893965355,315282000.0,-0.010012189560097848,-0.024583778721151594,2.455384865976443,0.6799742941249637,1.6695985910474505,0.4011256685600564,0.984917895937045,11252157.948499136,8893725.423226625,2358432.5252725105,6669512.635164745,1539351.5637824018,5130161.071382344,4582645.3133343905,1194798.255068772,-106181.48136649128,-405924.89866864705,-1484278.0845411264,197667.37106758505,-91812.45840476926,1910706.8325333993,4513529.379835068,7651178.158413299,76207.13963627571,-0.001866106878145717,-112658.73834053507
1241,1063742000.0,689118000.0,374624000.0,784578000.0,103561000.0,681017000.0,279164000.0,67302000.0,-42130000.0,-19400000.0,-382330000.0,457424000.0,142396000.0,77976000.0,254624000.0,434908000.0,-12305000.0,-0.66,64154000.0,66.099998,1.6475038622542773,-42341640.0,0.5854663515042262,585557000.0,-0.03980442626125508,-0.1516729950853262,3.810455502858535,0.4088472580757364,1.5578942843633132,0.23936631250810816,0.9120946826954764,16092920.305383367,10425386.094565388,5667534.21081798,11869561.62994135,1566732.2713080868,10302829.358633263,4223358.675442018,1018184.5996424992,-637367.644095844,-293494.7138727599,-5784115.152318159,6920181.752501717,2154251.1998260575,1179667.2066465116,3852102.990986475,6579546.341287333,-186157.34300022217,-0.009984871709073275,-640569.4596238869
1242,1192942000.0,617226000.0,575716000.0,981810000.0,157575000.0,824235000.0,211132000.0,28485000.0,-53000000.0,-111079000.0,-150478000.0,-7501000.0,-129494000.0,220372000.0,338492000.0,609591000.0,-56250000.0,-0.79,67512000.0,175.0,-0.2141714057142857,-53334480.0,0.5552772268619451,459651000.0,-0.04470835966878524,-0.252612015232177,5.6502188204535555,0.5109980200210907,2.8872506299376695,0.28374556348925595,1.6032245230471933,6816811.428571428,3527005.714285714,3289805.714285714,5610342.857142857,900428.5714285715,4709914.285714285,1206468.5714285714,162771.42857142858,-302857.14285714284,-634737.1428571428,-859874.2857142857,-42862.857142857145,-739965.7142857143,1259268.5714285714,1934240.0,3483377.1428571427,-321428.5714285714,-0.004514285714285715,-304768.45714285714
1243,1244485000.0,778710000.0,465775000.0,934520000.0,150776000.0,783744000.0,309965000.0,94765000.0,-94650000.0,-87468000.0,30963000.0,-30232000.0,89596000.0,91391000.0,411345000.0,778846000.0,-87582000.0,-1.35,69920000.0,137.520004,-0.4932373474916419,-94392000.0,0.5281467709919547,627934000.0,-0.0758482424456703,-0.30452470440210994,4.014921039472198,0.6258379972438398,2.5126901424354364,0.3305343174084059,1.3270691852305905,9049483.448240736,5662521.65030478,3386961.797935957,6795520.453882476,1096393.2200001972,5699127.233882279,2253962.9943582607,689099.7472629509,-688263.5052861109,-636038.3759151142,225152.69851213793,-219837.10820718127,651512.4883213354,664565.1348294027,2991164.8344629193,5663510.597338261,-636867.3462225903,-0.009816753641164817,-686387.414590244
1244,12500150000.0,9400326000.0,3099824000.0,10298471000.0,7656687000.0,2641784000.0,2201679000.0,1216460000.0,365594000.0,400869000.0,-783932000.0,-410792000.0,21736000.0,1587087000.0,1440221000.0,26108607000.0,536533000.0,0.59,623479000.0,7.72,0.4533678756476685,367852610.0,0.05516269021935946,1743639000.0,0.02942785566573201,0.16707822075788523,5.677553358141672,2.0886634960380475,11.858498445958743,0.11521629740443115,0.6541466762411777,1619190414.507772,1217658808.2901554,401531606.2176166,1333998834.1968913,991798834.1968912,342200000.0,285191580.31088084,157572538.86010364,47356735.751295336,51926036.269430056,-101545595.85492228,-53211398.96373057,2815544.041450777,205581217.6165803,186557124.3523316,3381943911.9170985,69499093.26424871,0.07642487046632124,47649301.8134715
1245,11665624000.0,8740900000.0,2924724000.0,9269374000.0,6756223000.0,2513151000.0,2396250000.0,794034000.0,600801000.0,-317638000.0,-242216000.0,-516017000.0,35801000.0,1593728000.0,1545340000.0,26147916000.0,668832000.0,1.02,591556000.0,11.22,-0.0151515151515151,603387120.0,0.05909992979937675,1984677000.0,0.05172351860474845,0.251804744913928,4.868283359415754,2.2414502644693504,10.91201502347418,0.13246955327893303,0.6448993218570683,1039716934.0463457,779046345.8110516,260670588.2352941,826147415.3297682,602158912.6559714,223988502.67379677,213569518.71657753,70769518.71657753,53547326.20320855,-28309982.174688056,-21587878.787878785,-45990819.964349374,3190819.964349376,142043493.76114082,137730837.78966132,2330473796.791444,59610695.187165774,0.09090909090909091,53777818.18181818
1246,12384981000.0,8315126000.0,4069855000.0,9779451000.0,6572205000.0,3207246000.0,2605530000.0,1136445000.0,444081000.0,66947000.0,-1396376000.0,249642000.0,-10289000.0,1628408000.0,1608061000.0,24418885000.0,587206000.0,0.79,564869000.0,11.05,0.3058823529411764,446246510.0,0.06585317060955076,1742921000.0,0.036031263188857535,0.17126899709464102,4.753344233227021,1.971653004554468,9.37194543912371,0.12983960169175876,0.6171723219460148,1120812760.1809955,752500090.4977375,368312669.6832579,885018190.0452489,594769683.2579185,290248506.78733027,235794570.1357466,102845701.35746606,40188325.7918552,6058552.036199095,-126368868.77828054,22592036.199095022,-931131.221719457,147367239.8190045,145525882.35294116,2209853846.153846,53140814.479638,0.07149321266968325,40384299.54751131
1247,12593363000.0,8387776000.0,4205587000.0,9915087000.0,6504627000.0,3410460000.0,2678276000.0,1149909000.0,319564000.0,156722000.0,-702187000.0,-242107000.0,205615000.0,1607570000.0,1520945000.0,23862934000.0,502210000.0,0.59,546220000.0,14.43,0.2577962577962577,322269800.0,0.06373671401848574,1883149000.0,0.02559044792086117,0.12032732996898005,4.702040790418911,1.8948817722478102,8.909811386130482,0.1207735376166001,0.5678821002764465,872720928.6209286,581273458.0734581,291447470.54747057,687116216.2162162,450771101.87110186,236345114.34511435,185604712.4047124,79688773.3887734,22145807.345807347,10860845.460845461,-48661607.761607766,-16778031.87803188,14249133.749133749,111404712.40471241,105401593.90159391,1653702979.9029799,34803187.8031878,0.040887040887040885,22333319.473319475
1248,13715855000.0,9170414000.0,4545441000.0,10697282000.0,7268064000.0,3429218000.0,3018573000.0,753598000.0,428534000.0,-153261000.0,-908985000.0,-187785000.0,-343172000.0,1830675000.0,1595882000.0,25441131000.0,497843000.0,0.8,536598000.0,18.15,-0.596694214876033,429278400.0,0.06272842194004662,1902350000.0,0.03129796866473144,0.14221236325906314,4.54382087165028,1.8548702213606079,8.428198026020905,0.11635308188953587,0.5286875619705073,755694490.3581268,505256969.69696975,250437520.66115704,589381928.3746557,400444297.5206612,188937630.85399452,166312561.9834711,41520550.96418733,23610688.705234163,-8444132.23140496,-50081818.18181819,-10346280.991735538,-18907548.209366392,100863636.36363637,87927382.9201102,1401715206.6115704,27429366.391184576,0.044077134986225903,23651702.479338843
1249,13499367000.0,9103432000.0,4395935000.0,10527007000.0,7597513000.0,2929494000.0,2972360000.0,-2971024000.0,93399000.0,-3859569000.0,3252897000.0,-29704000.0,252169000.0,1472424000.0,1517775000.0,26210511000.0,490302000.0,0.18,530070000.0,7.32,0.7445355191256829,95412600.0,0.05790711215054144,1505919000.0,0.007067931407450438,0.03209994751645157,4.541632574789056,1.9416103732863919,8.818080918865817,0.11243304963854972,0.5106296007213124,1844175819.672131,1243638251.36612,600537568.306011,1438115710.3825135,1037911612.0218579,400204098.3606557,406060109.2896175,-405877595.6284153,12759426.229508197,-527263524.5901639,444384836.06557375,-4057923.4972677594,34449316.93989071,201150819.67213115,207346311.47540984,3580670901.639344,66981147.5409836,0.02459016393442623,13034508.196721312
1250,13689617000.0,9086270000.0,4603347000.0,10858464000.0,7211085000.0,3647379000.0,2831153000.0,-1533276000.0,87579000.0,-2431745000.0,2279030000.0,-508460000.0,237294000.0,1696625000.0,1337956000.0,24209870000.0,439745000.0,0.17,512437000.0,12.77,0.4259983555207517,87114290.0,0.05526489815930445,1875185000.0,0.0063635301119089015,0.030769898341771004,4.835350473817558,1.7684841000299716,8.55124043101874,0.09773509368450556,0.4725834315559774,1072013860.6108066,711532498.0422866,360481362.56852,850310415.0352389,564689506.6562256,285620908.3790133,221703445.57556775,-120068598.27721222,6858183.241973375,-190426389.97650746,178467501.9577134,-39816758.0266249,18582145.653876275,132860219.26389977,104773375.09788567,1895839467.501958,34435787.000783086,0.013312451057165232,6821792.48238058
1251,15836000000.0,11363000000.0,4473000000.0,12400000000.0,7834000000.0,4566000000.0,3436000000.0,144000000.0,613000000.0,-1115000000.0,-202000000.0,743000000.0,685000000.0,1923000000.0,1687000000.0,24124000000.0,808000000.0,1.21,506000000.0,18.209999,0.0109830319046146,612260000.0,0.06993035980766042,3529000000.0,0.03866254104571862,0.1781897555296857,4.608847497089639,1.5233644859813085,7.0209545983701975,0.10652942662288456,0.4909778812572759,869632118.0467939,623997837.6714903,245634280.37530372,680944573.3632386,430203208.6877105,250741364.675528,188687544.68355545,7907743.43260535,33662824.47352139,-61230096.717742816,-11092806.75962695,40801759.516845666,37616696.18982407,105601323.75625062,92641410.90836963,1324766684.501191,44371227.0385078,0.0664470107878644,33622187.45865939
1252,19325000000.0,14337000000.0,4988000000.0,15118000000.0,10711000000.0,4407000000.0,4207000000.0,1024000000.0,936000000.0,-516000000.0,-951000000.0,280000000.0,353000000.0,2637000000.0,1932000000.0,26041000000.0,972000000.0,1.94,483000000.0,18.41,0.1759913090711569,937020000.0,0.07419069928190161,3626000000.0,0.04848745148771022,0.2227287853577371,4.593534585215117,1.347529107373868,6.189921559305919,0.09997412677878396,0.45923460898502494,1049701249.3210212,778761542.6398696,270939706.68115157,821184139.0548614,581803367.7349267,239380771.31993482,228517110.26615968,55621944.59532863,50841933.73166757,-28028245.518739816,-51656708.31070071,15209125.47528517,19174361.75991309,143237370.994025,104942965.77946769,1414502987.5067897,52797392.72134709,0.10537751222161869,50897338.403041825
1253,21395000000.0,16021000000.0,5374000000.0,15689000000.0,10855000000.0,4834000000.0,5706000000.0,950000000.0,1033000000.0,-615000000.0,-604000000.0,2000000.0,348000000.0,2964000000.0,2265000000.0,30346000000.0,1188000000.0,1.72,462000000.0,21.65,0.3824480369515012,794640000.0,0.0746391616687537,5166000000.0,0.0371413881748072,0.13926393270241852,3.7495618647038205,1.4183687777518112,5.31826147914476,0.10586585650853003,0.39695057833859093,988221709.0069284,740000000.0,248221709.0069284,724665127.0207852,501385681.2933026,223279445.7274827,263556581.9861432,43879907.62124711,47713625.86605081,-28406466.51270208,-27898383.37182448,92378.75288683604,16073903.00230947,136905311.77829102,104618937.64434181,1401662817.551963,54872979.21478061,0.07944572748267899,36703926.09699769
1254,13975000.0,9838000.0,4137000.0,20395000.0,15797000.0,4598000.0,-6420000.0,-8344000.0,-14336000.0,1779000.0,-323000.0,9291000.0,624000.0,102000.0,2186000.0,16842000.0,-12548000.0,-2.81,7420487.0,6.21,1.7278584541062798,-20851568.47,0.1297945612160076,-5959000.0,-1.4920621445438282,3.247907861370716,-2.176791277258567,1.2051520572450805,-2.6233644859813086,0.1564221824686941,-0.34049844236760124,2250402.576489533,1584219.0016103059,666183.5748792271,3284219.001610306,2543800.322061192,740418.6795491143,-1033816.4251207729,-1343639.2914653784,-2308534.6215780997,286473.42995169084,-52012.882447665055,1496135.265700483,100483.09178743961,16425.12077294686,352012.88244766503,2712077.2946859905,-2020611.9162640902,-0.4524959742351047,-3357740.494363929
1255,26262000.0,21740000.0,4522000.0,13256000.0,10390000.0,2866000.0,13006000.0,-18358000.0,-12793000.0,-6681000.0,-1102000.0,23447000.0,3987000.0,726000.0,5790000.0,26257000.0,-13478000.0,-1.08,11796217.0,16.940001,-0.7443919867537198,-12739914.360000001,0.22051262520470732,11350000.0,-0.48510830705962993,-0.9795413163155468,2.0192218975857297,0.9998096108445663,2.0188374596340153,0.22047064199223212,0.445179148085499,1550295.0678692404,1283352.934867005,266942.1330022354,782526.5181507369,613341.1680436147,169185.3501071222,767768.5497185036,-1083707.1379157535,-755194.7606142409,-394391.9483830019,-65053.12484928425,1384120.3433222938,235360.08055725618,42857.140327205416,341794.5488905225,1549999.908500596,-795631.5941185601,-0.06375442362724773,-752061.0158169414
1256,30881000.0,26617000.0,4264000.0,16947000.0,14586000.0,2361000.0,13934000.0,-23893000.0,-15609000.0,-10322000.0,-797000.0,20462000.0,-4228000.0,4713000.0,7299000.0,42333000.0,-15357000.0,-1.01,15439530.0,4.33,-0.0692840646651269,-15593925.3,0.1724186804620509,12031000.0,-0.5049682749910949,-1.1191276948471365,2.2162336730299987,1.3708429131180986,3.0381082244868667,0.2363589262005764,0.5238266111669299,7131870.669745958,6147113.1639722865,984757.505773672,3913856.8129330254,3368591.2240184755,545265.5889145497,3218013.856812933,-5518013.8568129325,-3604849.8845265587,-2383833.7182448036,-184064.6651270208,4725635.103926097,-976443.4180138567,1088452.6558891456,1685681.2933025404,9776674.364896074,-3546651.270207852,-0.23325635103926096,-3601368.429561201
1257,35705000.0,30942000.0,4763000.0,26158000.0,23830000.0,2328000.0,9547000.0,-3574000.0,-6741000.0,476000.0,-1024000.0,6492000.0,1894000.0,485000.0,17100000.0,66337000.0,-5410000.0,-0.42,16055256.0,4.03,0.0595533498759303,-6743207.52,0.2577746958710825,7112000.0,-0.18885891387760817,-0.7063169079291923,3.739918298942076,1.8579190589553285,6.948465486540274,0.4789245203752976,1.7911385775636326,8859801.488833746,7677915.632754342,1181885.8560794045,6490818.858560794,5913151.364764268,577667.493796526,2368982.630272953,-886848.635235732,-1672704.7146401985,118114.14392059552,-254094.2928039702,1610918.1141439206,469975.18610421836,120347.39454094291,4243176.178660049,16460794.04466501,-1342431.7617866003,-0.1042183622828784,-1673252.486352357
1258,564557000.0,464477000.0,100080000.0,137721000.0,120629000.0,17092000.0,426836000.0,66550000.0,91731000.0,-3817000.0,26988000.0,-8171000.0,85367000.0,149716000.0,74233000.0,677854000.0,46569000.0,2.58,35589000.0,20.540001,-0.1372931773469728,91819620.0,0.10951178277328157,343848000.0,0.1626401231407989,0.2151168598712386,1.322655539832629,1.2006830134069721,1.5880900392656665,0.13148893734379344,0.17391457140447386,27485733.81276856,22613290.03830136,4872443.774467197,6705014.2792106,5872881.895185886,832132.3840247135,20780719.53355796,3240019.3164547556,4465968.623857418,-185832.512861124,1313923.986663876,-397809.13350491074,4156134.169613721,7288996.724002107,3614069.93115531,33001653.70001686,2267234.553688678,0.1256085625312287,4470283.131923898
1259,672503000.0,527039000.0,145464000.0,193559000.0,181048000.0,12511000.0,478944000.0,52629000.0,43642000.0,-15502000.0,-195499000.0,22537000.0,-120333000.0,233477000.0,87773000.0,773587000.0,48313000.0,1.21,35984000.0,17.719999,0.3318285175975461,43540640.0,0.11346235135802438,345991000.0,0.06474415727513483,0.09090966793612615,1.404137018106501,1.1503101101407727,1.6151930079508252,0.13051688988748006,0.18326359657914076,37951638.71058909,29742608.901953097,8209029.808635993,10923194.747358618,10217156.332796631,706038.4145619873,27028443.96323047,2970034.02765429,2462866.956143733,-874830.7491439474,-11032675.566178078,1271839.800893894,-6790801.737629894,13175903.678098401,4953329.850639381,43656153.705200545,2726467.4224868747,0.06828442823275553,2457146.8655274753
1260,856450000.0,673291000.0,183159000.0,302031000.0,256018000.0,46013000.0,554419000.0,47088000.0,61897000.0,-47422000.0,-39603000.0,22862000.0,30347000.0,112978000.0,119523000.0,976747000.0,69770000.0,1.68,36872000.0,23.6,0.7394067372881354,61944960.0,0.1223684331766568,417273000.0,0.07232758479771148,0.11172950421973273,1.5447702910614536,1.140460038531146,1.761748785665715,0.13955630801564597,0.2155824385527913,36290254.23728813,28529279.66101695,7760974.576271186,12797923.728813559,10848220.33898305,1949703.3898305083,23492330.508474573,1995254.2372881356,2622754.2372881356,-2009406.7796610168,-1678093.220338983,968728.8135593219,1285889.8305084745,4787203.389830508,5064533.898305085,41387584.745762706,2956355.9322033897,0.07118644067796609,2624786.440677966
1261,1033075000.0,798754000.0,234321000.0,351501000.0,311272000.0,40229000.0,681574000.0,70934000.0,97115000.0,-83328000.0,-90556000.0,13432000.0,-6190000.0,142804000.0,171460000.0,1420490000.0,105834000.0,2.57,37852000.0,41.049999,-0.2984165724340212,97279640.0,0.1207048272075129,487482000.0,0.09416512837886891,0.14272792095942627,1.51571949634229,1.3750114948091863,2.084131730377039,0.16597052488928685,0.25156476039285536,25166261.270798083,19458075.99167055,5708185.2791275345,8562752.949153543,7582752.925280217,980000.0238733258,16603508.321644539,1727990.297880397,2365773.504647345,-2029914.787574051,-2205992.745578386,327210.72660683864,-150791.72109115034,3478782.057948406,4176857.5926152887,34603898.5287186,2578173.0226107924,0.0626065788698314,2369784.223380858
1262,1088018000.0,854310000.0,233708000.0,347079000.0,270117000.0,76962000.0,740939000.0,138080000.0,84167000.0,-2894000.0,-58649000.0,-54106000.0,25325000.0,137137000.0,153412000.0,1371925000.0,95600000.0,2.21,38035000.0,28.799999,0.762499991753472,84057350.0,0.11182243927328389,584193000.0,0.07725731559588168,0.11344705839482062,1.468431274369415,1.2609396168078102,1.8516031684119745,0.1410013437277692,0.20705078285796807,37778404.08952792,29663542.69665079,8114861.392877132,12051354.58511648,9379062.825661903,2672291.759454575,25727049.50441144,4794444.6109182155,2922465.3792522703,-100486.11460021231,-2036423.6818202666,-1878680.6207875216,879340.3083104274,4761701.554225748,5326805.740514088,47636286.376259945,3319444.559702936,0.0767361137755595,2918658.087453406
1263,1255318000.0,1023835000.0,231483000.0,392219000.0,313048000.0,79171000.0,863099000.0,147394000.0,120955000.0,-16615000.0,-98067000.0,-23223000.0,26104000.0,161433000.0,179224000.0,1584335000.0,124157000.0,3.23,37415000.0,50.759998,0.2990544641077409,120850450.0,0.11312254037182792,710787000.0,0.09627078556987154,0.14001922143346243,1.4544310675832088,1.2620985280223815,1.835635309506789,0.14277179168943646,0.20765172940763457,24730458.027204808,20170115.057924155,4560342.969280653,7726930.958507918,6167218.525107113,1559712.433400805,17003527.06869689,2903743.219217621,2382880.314534291,-327324.67798757594,-1931974.0713937774,-457505.9281917229,514263.2196321205,3180319.274244258,3530811.801844436,31212274.67345448,2445961.4832924143,0.06363278422509,2380820.621781742
1264,1381387000.0,1134856000.0,246531000.0,406978000.0,337546000.0,69432000.0,974409000.0,150660000.0,113479000.0,-25262000.0,-71248000.0,-35305000.0,44107000.0,188241000.0,186105000.0,1641836000.0,117731000.0,3.01,37665000.0,65.940002,0.1847133853590115,113371649.99999999,0.11335175985908459,797310000.0,0.08207088238125883,0.11634914086384669,1.417666503490834,1.1885416613881554,1.6849557013533332,0.13472328898418764,0.19099269403299846,20949150.107699417,17210433.20562835,3738716.902071067,6171944.004490627,5118986.802578501,1052957.201912126,14777206.103208791,2284804.2983074216,1720943.2295740603,-383105.8421866593,-1080497.3891265576,-535410.9634391578,668895.9457417062,2854731.4875725964,2822338.4039327144,24898937.673674922,1785426.0908272339,0.04564755700189393,1719315.2344763346
1265,1616122000.0,1352507000.0,263615000.0,503602000.0,444358000.0,59244000.0,1112520000.0,118665000.0,148341000.0,-90097000.0,-5442000.0,-42754000.0,70469000.0,232832000.0,221363000.0,1879350000.0,150796000.0,3.95,37555000.0,78.120003,0.5281617052677278,148342250.0,0.11778700082475324,908149000.0,0.09178901716578328,0.13333895120986589,1.4526678172077805,1.1628763175057328,1.6892730018336748,0.13697171376913378,0.19897440046021644,20687684.81742122,17313196.979779944,3374487.8376412764,6446517.929601206,5688146.222933453,758371.7066677533,14241166.887820013,1519009.1582561769,1898886.2558031392,-1153315.3678962353,-69662.05569654165,-547286.205301349,902060.8972582861,2980440.2337260535,2833627.6433578734,24057218.738202047,1930312.2658610241,0.05056323410535456,1898902.2568265903
1266,1835641000.0,1525171000.0,310470000.0,581959000.0,538487000.0,43472000.0,1253682000.0,124246000.0,200380000.0,-146189000.0,-135543000.0,-92934000.0,-104231000.0,303123000.0,278594000.0,2262224000.0,204653000.0,5.36,37394000.0,119.379997,0.0897973636236563,200431840.0,0.12315049261257947,986684000.0,0.1091890189857385,0.15987454553866132,1.4641998529132587,1.2323891218380936,1.8044639709272368,0.15176932744474547,0.2222206269213405,15376453.72867617,12775766.781096501,2600686.9475796684,4874845.155172856,4510697.047512909,364148.10765994573,10501608.573503315,1040760.6225689552,1678505.6545109479,-1224568.6352295687,-1135391.216335849,-778472.12544326,-873102.7192101538,2539143.9740109895,2333674.040886431,18949774.307667304,1714298.9206139785,0.04489864411707097,1678939.8981137518
