,Open,Date,Year
2461,7.75,2017-01-01,2017
2462,5.9,2018-01-01,2018
2463,9.6,2019-01-01,2019
2464,8.0,2020-01-01,2020
2465,29.91,2021-01-01,2021
2466,79.489998,2022-01-01,2022
2467,69.480003,2023-01-01,2023
2468,43.16,2024-01-01,2024
2469,9.4,2014-01-01,2014
2470,11.18,2015-01-01,2015
2471,11.41,2016-01-01,2016
2472,13.81,2017-01-01,2017
2473,14.24,2018-01-01,2018
2474,7.55,2019-01-01,2019
2475,13.96,2020-01-01,2020
2476,17.540001,2021-01-01,2021
2477,29.41,2022-01-01,2022
2478,36.18,2023-01-01,2023
2479,67.019997,2024-01-01,2024
2480,10.83,2018-08-01,2018
2481,7.84,2019-01-01,2019
2482,9.18,2020-01-01,2020
2483,7.25,2021-01-01,2021
2484,3.17,2022-01-01,2022
2485,1.3,2023-01-01,2023
2486,0.99,2024-01-01,2024
2487,13.65,2014-04-01,2014
2488,19.719999,2015-01-01,2015
2489,27.209999,2016-01-01,2016
2490,30.290001,2017-01-01,2017
2491,64.650002,2018-01-01,2018
2492,48.450001,2019-01-01,2019
2493,24.16,2020-01-01,2020
2494,40.5,2021-01-01,2021
2495,20.32,2022-01-01,2022
2496,6.44,2023-01-01,2023
2497,1.21,2024-01-01,2024
2498,222.0,2021-07-01,2021
2499,313.809998,2022-01-01,2022
2500,123.699997,2023-01-01,2023
2501,183.820007,2024-01-01,2024
2502,102.089996,2014-01-01,2014
2503,110.040001,2015-01-01,2015
2504,172.5,2016-01-01,2016
2505,143.800003,2017-01-01,2017
2506,177.830002,2018-01-01,2018
2507,183.419998,2019-01-01,2019
2508,301.890015,2020-01-01,2020
2509,438.769989,2021-01-01,2021
2510,536.409973,2022-01-01,2022
2511,327.320007,2023-01-01,2023
2512,414.76001,2024-01-01,2024
2513,20.42,2014-01-01,2014
2514,23.59,2015-01-01,2015
2515,29.35,2016-01-01,2016
2516,56.990002,2017-01-01,2017
2517,51.939999,2018-01-01,2018
2518,32.549999,2019-01-01,2019
2519,83.580002,2020-01-01,2020
2520,82.949997,2021-01-01,2021
2521,92.25,2022-01-01,2022
2522,75.449997,2023-01-01,2023
2523,82.400002,2024-01-01,2024
2524,29.389999,2021-08-01,2021
2525,25.110001,2022-01-01,2022
2526,13.57,2023-01-01,2023
2527,22.26,2024-01-01,2024
2528,8.712294,2015-11-01,2015
2529,8.70067,2016-01-01,2016
2530,13.478192,2017-01-01,2017
2531,14.43,2018-01-01,2018
2532,12.95,2019-01-01,2019
2533,16.0,2020-01-01,2020
2534,11.9,2021-01-01,2021
2535,15.89,2022-01-01,2022
2536,16.09,2023-01-01,2023
2537,16.870001,2024-01-01,2024
2538,10.5,2021-03-01,2021
2539,9.94,2022-01-01,2022
2540,3.2,2023-01-01,2023
2541,1.84,2024-01-01,2024
2542,20.76687,2014-01-01,2014
2543,18.0,2015-01-01,2015
2544,14.607362,2016-01-01,2016
2545,25.190184,2017-01-01,2017
2546,20.98773,2018-01-01,2018
2547,13.877301,2019-01-01,2019
2548,21.77914,2020-01-01,2020
2549,23.15951,2021-01-01,2021
2550,24.92638,2022-01-01,2022
2551,14.570552,2023-01-01,2023
2552,16.709999,2024-01-01,2024
2553,7.26,2014-01-01,2014
2554,10.02,2015-01-01,2015
2555,8.99,2016-01-01,2016
2556,6.35,2017-01-01,2017
2557,1.9,2018-01-01,2018
2558,1.5,2019-01-01,2019
2559,3.02,2020-01-01,2020
2560,2.27,2021-01-01,2021
2561,6.37,2022-01-01,2022
2562,5.37,2023-01-01,2023
2563,2.58,2024-01-01,2024
2564,20.540001,2014-01-01,2014
2565,17.719999,2015-01-01,2015
2566,23.6,2016-01-01,2016
2567,41.049999,2017-01-01,2017
2568,28.799999,2018-01-01,2018
2569,50.759998,2019-01-01,2019
2570,65.940002,2020-01-01,2020
2571,78.120003,2021-01-01,2021
2572,119.379997,2022-01-01,2022
2573,130.100006,2023-01-01,2023
2574,186.919998,2024-01-01,2024
2575,19.379999,2018-11-01,2018
2576,17.85,2019-01-01,2019
2577,10.32,2020-01-01,2020
2578,35.110001,2021-01-01,2021
2579,34.330002,2022-01-01,2022
2580,10.64,2023-01-01,2023
2581,14.65,2024-01-01,2024
2582,39.0,2018-10-01,2018
2583,27.6,2019-01-01,2019
2584,20.33,2020-01-01,2020
2585,18.190001,2021-01-01,2021
2586,17.66,2022-01-01,2022
2587,5.99,2023-01-01,2023
2588,8.25,2024-01-01,2024
2589,7.18,2021-10-01,2021
2590,7.65,2022-01-01,2022
2591,5.5,2023-01-01,2023
2592,2.42,2024-01-01,2024
2593,6.25,2014-01-01,2014
2594,9.84,2015-01-01,2015
2595,8.28,2016-01-01,2016
2596,9.8,2017-01-01,2017
2597,11.65,2018-01-01,2018
2598,18.18,2019-01-01,2019
2599,24.65,2020-01-01,2020
2600,39.529999,2021-01-01,2021
2601,41.509998,2022-01-01,2022
2602,51.84,2023-01-01,2023
2603,40.84,2024-01-01,2024
2604,8.13,2014-01-01,2014
2605,7.28,2015-01-01,2015
2606,6.67,2016-01-01,2016
2607,10.55,2017-01-01,2017
2608,15.49,2018-01-01,2018
2609,9.61,2019-01-01,2019
2610,13.06,2020-01-01,2020
2611,7.73,2021-01-01,2021
2612,8.8,2022-01-01,2022
2613,9.48,2023-01-01,2023
2614,19.969999,2024-01-01,2024
2615,36.970001,2016-07-01,2016
2616,29.25,2017-01-01,2017
2617,24.129999,2018-01-01,2018
2618,87.449997,2019-01-01,2019
2619,100.010002,2020-01-01,2020
2620,339.0,2021-01-01,2021
2621,264.0,2022-01-01,2022
2622,50.0,2023-01-01,2023
2623,74.360001,2024-01-01,2024
2624,74.290001,2014-01-01,2014
2625,51.950001,2015-01-01,2015
2626,38.82,2016-01-01,2016
2627,52.099998,2017-01-01,2017
2628,52.75,2018-01-01,2018
2629,58.049999,2019-01-01,2019
2630,44.869999,2020-01-01,2020
2631,55.619999,2021-01-01,2021
2632,68.860001,2022-01-01,2022
2633,63.310001,2023-01-01,2023
2634,79.330002,2024-01-01,2024
2635,99.5,2020-11-01,2020
2636,138.5,2021-01-01,2021
2637,52.650002,2022-01-01,2022
2638,9.15,2023-01-01,2023
2639,7.5,2024-01-01,2024
2640,11.02,2017-01-01,2017
2641,24.950001,2018-01-01,2018
2642,15.96,2019-01-01,2019
2643,33.900002,2020-01-01,2020
2644,30.860001,2021-01-01,2021
2645,46.639999,2022-01-01,2022
2646,27.52,2023-01-01,2023
2647,33.150002,2024-01-01,2024
2648,51.189999,2014-01-01,2014
2649,66.269997,2015-01-01,2015
2650,78.75,2016-01-01,2016
2651,54.419998,2017-01-01,2017
2652,40.110001,2018-01-01,2018
2653,36.610001,2019-01-01,2019
2654,66.75,2020-01-01,2020
2655,97.959999,2021-01-01,2021
2656,292.0,2022-01-01,2022
2657,97.629997,2023-01-01,2023
2658,112.269997,2024-01-01,2024
2659,18.719999,2019-10-01,2019
2660,17.24,2020-01-01,2020
2661,77.559998,2021-01-01,2021
2662,131.070007,2022-01-01,2022
2663,46.349998,2023-01-01,2023
2664,81.43,2024-01-01,2024
2665,86.010002,2020-10-01,2020
2666,62.349998,2021-01-01,2021
2667,29.99,2022-01-01,2022
2668,21.5,2023-01-01,2023
2669,34.080002,2024-01-01,2024
2670,11.79,2014-07-01,2014
2671,9.64,2015-01-01,2015
2672,7.0,2016-01-01,2016
2673,7.75,2017-01-01,2017
2674,12.6,2018-01-01,2018
2675,19.58,2019-01-01,2019
2676,18.469999,2020-01-01,2020
2677,55.5,2021-01-01,2021
2678,24.0,2022-01-01,2022
2679,8.99,2023-01-01,2023
2680,6.56,2024-01-01,2024
2681,4.05,2014-01-01,2014
2682,3.05,2015-01-01,2015
2683,2.5,2016-01-01,2016
2684,8.15,2017-01-01,2017
2685,2.45,2018-01-01,2018
2686,0.55,2019-01-01,2019
2687,0.7,2020-01-01,2020
2688,5.9,2021-01-01,2021
2689,3.5,2022-01-01,2022
2690,3.7,2023-01-01,2023
2691,3.19,2024-01-01,2024
2692,35.5,2014-01-01,2014
2693,36.869999,2015-01-01,2015
2694,34.200001,2016-01-01,2016
2695,46.59,2017-01-01,2017
2696,60.91,2018-01-01,2018
2697,80.879997,2019-01-01,2019
2698,75.43,2020-01-01,2020
2699,120.07,2021-01-01,2021
2700,121.32,2022-01-01,2022
2701,121.25,2023-01-01,2023
2702,173.990005,2024-01-01,2024
2703,19.65,2018-09-01,2018
2704,9.83,2019-01-01,2019
2705,4.19,2020-01-01,2020
2706,7.85,2021-01-01,2021
2707,10.55,2022-01-01,2022
2708,3.58,2023-01-01,2023
2709,9.34,2024-01-01,2024
2710,24.85,2014-01-01,2014
2711,16.700001,2015-01-01,2015
2712,17.5,2016-01-01,2016
2713,9.33,2017-01-01,2017
2714,11.35,2018-01-01,2018
2715,2.96,2019-01-01,2019
2716,6.42,2020-01-01,2020
2717,9.69,2021-01-01,2021
2718,13.55,2022-01-01,2022
2719,14.94,2023-01-01,2023
2720,10.04,2024-01-01,2024
2721,10.0,2014-01-01,2014
2722,9.37,2015-01-01,2015
2723,5.06,2016-01-01,2016
2724,9.7,2017-01-01,2017
2725,23.209999,2018-01-01,2018
2726,8.32,2019-01-01,2019
2727,23.879999,2020-01-01,2020
2728,31.870001,2021-01-01,2021
2729,57.900002,2022-01-01,2022
2730,33.77,2023-01-01,2023
2731,33.57,2024-01-01,2024
2732,31.48,2020-10-01,2020
2733,41.75,2021-01-01,2021
2734,48.349998,2022-01-01,2022
2735,38.029999,2023-01-01,2023
2736,51.52,2024-01-01,2024
2737,24.320457,2014-01-01,2014
2738,21.680973,2015-01-01,2015
2739,31.33,2016-01-01,2016
2740,39.790001,2017-01-01,2017
2741,60.709999,2018-01-01,2018
2742,37.779999,2019-01-01,2019
2743,62.389999,2020-01-01,2020
2744,60.279999,2021-01-01,2021
2745,48.0,2022-01-01,2022
2746,58.080002,2023-01-01,2023
2747,76.580002,2024-01-01,2024
2748,26.58,2014-01-01,2014
2749,21.200001,2015-01-01,2015
2750,22.23,2016-01-01,2016
2751,45.25,2017-01-01,2017
2752,57.049999,2018-01-01,2018
2753,88.0,2019-01-01,2019
2754,123.209999,2020-01-01,2020
2755,253.320007,2021-01-01,2021
2756,158.210007,2022-01-01,2022
2757,77.57,2023-01-01,2023
2758,121.199997,2024-01-01,2024
2759,21.99,2021-04-01,2021
2760,6.25,2022-01-01,2022
2761,1.93,2023-01-01,2023
2762,2.26,2024-01-01,2024
2763,18.0,2021-12-01,2021
2764,15.32,2022-01-01,2022
2765,4.67,2023-01-01,2023
2766,11.9,2024-01-01,2024
2767,6.04,2014-01-01,2014
2768,3.92,2015-01-01,2015
2769,3.0,2016-01-01,2016
2770,1.54,2017-01-01,2017
2771,2.9,2018-01-01,2018
2772,1.79,2019-01-01,2019
2773,4.03,2020-01-01,2020
2774,5.43,2021-01-01,2021
2775,4.97,2022-01-01,2022
2776,2.13,2023-01-01,2023
2777,0.84,2024-01-01,2024
2778,32.080002,2014-01-01,2014
2779,26.610001,2015-01-01,2015
2780,28.370001,2016-01-01,2016
2781,41.009998,2017-01-01,2017
2782,55.32,2018-01-01,2018
2783,87.550003,2019-01-01,2019
2784,142.0,2020-01-01,2020
2785,274.0,2021-01-01,2021
2786,256.390015,2022-01-01,2022
2787,163.630005,2023-01-01,2023
2788,191.160004,2024-01-01,2024
2789,12.78,2019-01-01,2019
2790,12.03,2020-01-01,2020
2791,19.299999,2021-01-01,2021
2792,6.92,2022-01-01,2022
2793,8.45,2023-01-01,2023
2794,8.825,2024-01-01,2024
2795,9.84,2014-01-01,2014
2796,10.24,2015-01-01,2015
2797,10.2,2016-01-01,2016
2798,14.65,2017-01-01,2017
2799,29.0,2018-01-01,2018
2800,17.48,2019-01-01,2019
2801,24.440001,2020-01-01,2020
2802,29.25,2021-01-01,2021
2803,75.370003,2022-01-01,2022
2804,80.68,2023-01-01,2023
2805,127.379997,2024-01-01,2024
2806,16.16,2017-04-01,2017
2807,25.51,2018-01-01,2018
2808,58.119999,2019-01-01,2019
2809,101.480003,2020-01-01,2020
2810,112.220001,2021-01-01,2021
2811,61.560001,2022-01-01,2022
2812,51.43,2023-01-01,2023
2813,47.110001,2024-01-01,2024
2814,17.35,2019-10-01,2019
2815,22.469999,2020-01-01,2020
2816,101.459999,2021-01-01,2021
2817,77.150002,2022-01-01,2022
2818,18.950001,2023-01-01,2023
2819,19.41,2024-01-01,2024
2820,24.08,2014-04-01,2014
2821,26.129999,2015-01-01,2015
2822,39.849998,2016-01-01,2016
2823,30.450001,2017-01-01,2017
2824,47.41,2018-01-01,2018
2825,58.889999,2019-01-01,2019
2826,121.339996,2020-01-01,2020
2827,205.610001,2021-01-01,2021
2828,234.860001,2022-01-01,2022
2829,198.070007,2023-01-01,2023
2830,163.860001,2024-01-01,2024
2831,13.95,2014-01-01,2014
2832,19.469999,2015-01-01,2015
2833,20.57,2016-01-01,2016
2834,35.700001,2017-01-01,2017
2835,70.0,2018-01-01,2018
2836,59.560001,2019-01-01,2019
2837,62.360001,2020-01-01,2020
2838,74.150002,2021-01-01,2021
2839,83.099998,2022-01-01,2022
2840,34.52,2023-01-01,2023
2841,27.15,2024-01-01,2024
2842,22.25,2015-05-01,2015
2843,8.18,2016-01-01,2016
2844,11.97,2017-01-01,2017
2845,20.5,2018-01-01,2018
2846,46.23,2019-01-01,2019
2847,44.709999,2020-01-01,2020
2848,179.520004,2021-01-01,2021
2849,222.350006,2022-01-01,2022
2850,121.510002,2023-01-01,2023
2851,80.279999,2024-01-01,2024
2852,33.98,2014-01-01,2014
2853,52.0,2015-01-01,2015
2854,54.450001,2016-01-01,2016
2855,54.490002,2017-01-01,2017
2856,59.0,2018-01-01,2018
2857,34.25,2019-01-01,2019
2858,61.360001,2020-01-01,2020
2859,92.459999,2021-01-01,2021
2860,205.0,2022-01-01,2022
2861,84.169998,2023-01-01,2023
2862,60.360001,2024-01-01,2024
2863,3.02,2014-01-01,2014
2864,1.03,2015-01-01,2015
2865,1.19,2016-01-01,2016
2866,2.7,2017-01-01,2017
2867,2.0,2018-01-01,2018
2868,3.75,2019-01-01,2019
2869,2.14,2020-01-01,2020
2870,2.82,2021-01-01,2021
2871,2.56,2022-01-01,2022
2872,1.92,2023-01-01,2023
2873,2.14,2024-01-01,2024
2874,50.09,2021-10-01,2021
2875,34.900002,2022-01-01,2022
2876,18.43,2023-01-01,2023
2877,18.0,2024-01-01,2024
2878,38.619999,2014-01-01,2014
2879,52.700001,2015-01-01,2015
2880,45.189999,2016-01-01,2016
2881,39.389999,2017-01-01,2017
2882,51.43,2018-01-01,2018
2883,44.150002,2019-01-01,2019
2884,54.259998,2020-01-01,2020
2885,52.919998,2021-01-01,2021
2886,62.48,2022-01-01,2022
2887,40.919998,2023-01-01,2023
2888,37.009998,2024-01-01,2024
2889,14.4,2014-05-01,2014
2890,16.27,2015-01-01,2015
2891,16.16,2016-01-01,2016
2892,7.5,2017-01-01,2017
2893,1.87,2018-01-01,2018
2894,3.65,2019-01-01,2019
2895,8.43,2020-01-01,2020
2896,30.68,2021-01-01,2021
2897,17.700001,2022-01-01,2022
2898,10.86,2023-01-01,2023
2899,9.25,2024-01-01,2024
2900,8.16,2014-01-01,2014
2901,4.8,2015-01-01,2015
2902,8.2,2016-01-01,2016
2903,7.8,2017-01-01,2017
2904,7.64,2018-01-01,2018
2905,3.2,2019-01-01,2019
2906,3.11,2020-01-01,2020
2907,6.42,2021-01-01,2021
2908,4.86,2022-01-01,2022
2909,3.27,2023-01-01,2023
2910,2.83,2024-01-01,2024
2911,241.089996,2014-01-01,2014
2912,303.200012,2015-01-01,2015
2913,333.070007,2016-01-01,2016
2914,421.929993,2017-01-01,2017
2915,622.440002,2018-01-01,2018
2916,557.47998,2019-01-01,2019
2917,805.169983,2020-01-01,2020
2918,1155.0,2021-01-01,2021
2919,1690.869995,2022-01-01,2022
2920,1455.189941,2023-01-01,2023
2921,1201.579956,2024-01-01,2024
2922,11.0,2014-12-01,2014
2923,12.14,2015-01-01,2015
2924,10.79,2016-01-01,2016
2925,18.25,2017-01-01,2017
2926,18.299999,2018-01-01,2018
2927,15.33,2019-01-01,2019
2928,17.67,2020-01-01,2020
2929,16.110001,2021-01-01,2021
2930,21.76,2022-01-01,2022
2931,22.809999,2023-01-01,2023
2932,26.549999,2024-01-01,2024
2933,4.01,2014-01-01,2014
2934,4.21,2015-01-01,2015
2935,7.32,2016-01-01,2016
2936,7.0,2017-01-01,2017
2937,6.25,2018-01-01,2018
2938,4.76,2019-01-01,2019
2939,2.05,2020-01-01,2020
2940,9.1,2021-01-01,2021
2941,8.81,2022-01-01,2022
2942,3.67,2023-01-01,2023
2943,2.1,2024-01-01,2024
2944,11.91,2014-01-01,2014
2945,14.72,2015-01-01,2015
2946,10.04,2016-01-01,2016
2947,13.16,2017-01-01,2017
2948,13.92,2018-01-01,2018
2949,8.0,2019-01-01,2019
2950,7.03,2020-01-01,2020
2951,8.78,2021-01-01,2021
2952,10.13,2022-01-01,2022
2953,4.99,2023-01-01,2023
2954,4.98,2024-01-01,2024
2955,23.139999,2020-06-01,2020
2956,20.610001,2021-01-01,2021
2957,9.3,2022-01-01,2022
2958,1.54,2023-01-01,2023
2959,1.59,2024-01-01,2024
2960,178.977051,2014-01-01,2014
2961,154.216064,2015-01-01,2015
2962,129.636703,2016-01-01,2016
2963,159.655838,2017-01-01,2017
2964,147.705551,2018-01-01,2018
2965,107.084129,2019-01-01,2019
2966,129.063095,2020-01-01,2020
2967,120.315491,2021-01-01,2021
2968,134.070007,2022-01-01,2022
2969,141.100006,2023-01-01,2023
2970,162.830002,2024-01-01,2024
2971,95.919998,2021-07-01,2021
2972,113.519997,2022-01-01,2022
2973,4.864,2023-01-01,2023
2974,9.32,2024-01-01,2024
2975,18.299999,2020-11-01,2020
2976,26.98,2021-01-01,2021
2977,36.599998,2022-01-01,2022
2978,30.26,2023-01-01,2023
2979,29.9,2024-01-01,2024
2980,21.360001,2014-01-01,2014
2981,27.41,2015-01-01,2015
2982,17.15,2016-01-01,2016
2983,31.049999,2017-01-01,2017
2984,25.4,2018-01-01,2018
2985,18.459999,2019-01-01,2019
2986,20.719999,2020-01-01,2020
2987,15.41,2021-01-01,2021
2988,13.03,2022-01-01,2022
2989,33.27,2023-01-01,2023
2990,66.0,2024-01-01,2024
2991,7.06,2014-01-01,2014
2992,4.57,2015-01-01,2015
2993,3.8,2016-01-01,2016
2994,6.52,2017-01-01,2017
2995,7.47,2018-01-01,2018
2996,9.93,2019-01-01,2019
2997,26.129999,2020-01-01,2020
2998,27.49,2021-01-01,2021
2999,35.209999,2022-01-01,2022
3000,17.620001,2023-01-01,2023
3001,12.2,2024-01-01,2024
3002,23.049999,2014-01-01,2014
3003,25.6,2015-01-01,2015
3004,20.370001,2016-01-01,2016
3005,30.6,2017-01-01,2017
3006,29.200001,2018-01-01,2018
3007,20.85,2019-01-01,2019
3008,34.540001,2020-01-01,2020
3009,27.370001,2021-01-01,2021
3010,27.23,2022-01-01,2022
3011,26.879999,2023-01-01,2023
3012,27.42,2024-01-01,2024
3013,11.96,2014-01-01,2014
3014,16.91,2015-01-01,2015
3015,16.57,2016-01-01,2016
3016,15.05,2017-01-01,2017
3017,17.5,2018-01-01,2018
3018,15.94,2019-01-01,2019
3019,14.73,2020-01-01,2020
3020,12.4,2021-01-01,2021
3021,10.69,2022-01-01,2022
3022,10.03,2023-01-01,2023
3023,11.45,2024-01-01,2024
3024,266.850006,2014-01-01,2014
3025,374.850006,2015-01-01,2015
3026,314.459991,2016-01-01,2016
3027,348.839996,2017-01-01,2017
3028,81.18,2018-01-01,2018
3029,54.630001,2019-01-01,2019
3030,43.110001,2020-01-01,2020
3031,42.84,2021-01-01,2021
3032,22.049999,2022-01-01,2022
3033,5.76,2023-01-01,2023
3034,6.19,2024-01-01,2024
3035,9.49,2021-01-01,2021
3036,6.85,2022-01-01,2022
3037,1.59,2023-01-01,2023
3038,1.57,2024-01-01,2024
3039,19.67,2014-01-01,2014
3040,19.690001,2015-01-01,2015
3041,23.889999,2016-01-01,2016
3042,21.200001,2017-01-01,2017
3043,34.5,2018-01-01,2018
3044,29.389999,2019-01-01,2019
3045,51.73,2020-01-01,2020
3046,54.459999,2021-01-01,2021
3047,83.690002,2022-01-01,2022
3048,69.160004,2023-01-01,2023
3049,72.699997,2024-01-01,2024
3050,9.89,2021-05-01,2021
3051,9.9,2022-01-01,2022
3052,1.62,2023-01-01,2023
3053,1.26,2024-01-01,2024
3054,72.440002,2014-01-01,2014
3055,53.41,2015-01-01,2015
3056,54.48,2016-01-01,2016
3057,34.59,2017-01-01,2017
3058,43.950001,2018-01-01,2018
3059,17.07,2019-01-01,2019
3060,11.41,2020-01-01,2020
3061,15.93,2021-01-01,2021
3062,16.280001,2022-01-01,2022
3063,13.94,2023-01-01,2023
3064,9.78,2024-01-01,2024
3065,2.912,2016-10-01,2016
3066,2.805,2017-01-01,2017
3067,4.569,2018-01-01,2018
3068,11.186,2019-01-01,2019
3069,26.351999,2020-01-01,2020
3070,80.599998,2021-01-01,2021
3071,92.660004,2022-01-01,2022
3072,45.990002,2023-01-01,2023
3073,71.650002,2024-01-01,2024
3074,14.88,2014-01-01,2014
3075,11.28,2015-01-01,2015
3076,16.959999,2016-01-01,2016
3077,23.709999,2017-01-01,2017
3078,37.799999,2018-01-01,2018
3079,15.0,2019-01-01,2019
3080,12.13,2020-01-01,2020
3081,8.58,2021-01-01,2021
3082,5.2,2022-01-01,2022
3083,1.94,2023-01-01,2023
3084,18.82,2024-01-01,2024
3085,34.200001,2014-01-01,2014
3086,40.5,2015-01-01,2015
3087,38.849998,2016-01-01,2016
3088,41.200001,2017-01-01,2017
3089,26.27,2018-01-01,2018
3090,22.65,2019-01-01,2019
3091,17.35,2020-01-01,2020
3092,20.620001,2021-01-01,2021
3093,38.860001,2022-01-01,2022
3094,26.450001,2023-01-01,2023
3095,25.23,2024-01-01,2024
3096,13.56,2014-01-01,2014
3097,9.18,2015-01-01,2015
3098,4.5,2016-01-01,2016
3099,6.995,2017-01-01,2017
3100,7.585,2018-01-01,2018
3101,6.73,2019-01-01,2019
3102,6.99,2020-01-01,2020
3103,17.24,2021-01-01,2021
3104,32.029999,2022-01-01,2022
3105,31.379999,2023-01-01,2023
3106,32.299999,2024-01-01,2024
3107,10.45,2021-01-01,2021
3108,9.825,2022-01-01,2022
3109,1.5,2023-01-01,2023
3110,0.88,2024-01-01,2024
3111,19.370001,2018-05-01,2018
3112,17.700001,2019-01-01,2019
3113,14.19,2020-01-01,2020
3114,14.0,2021-01-01,2021
3115,18.620001,2022-01-01,2022
3116,6.45,2023-01-01,2023
3117,9.18,2024-01-01,2024
3118,43.93,2014-01-01,2014
3119,43.349998,2015-01-01,2015
3120,42.099998,2016-01-01,2016
3121,48.0,2017-01-01,2017
3122,39.970001,2018-01-01,2018
3123,35.360001,2019-01-01,2019
3124,42.98,2020-01-01,2020
3125,35.25,2021-01-01,2021
3126,41.419998,2022-01-01,2022
3127,41.849998,2023-01-01,2023
3128,49.959999,2024-01-01,2024
3129,18.903334,2014-01-01,2014
3130,40.866669,2015-01-01,2015
3131,57.650002,2016-01-01,2016
3132,41.950001,2017-01-01,2017
3133,48.666668,2018-01-01,2018
3134,61.68,2019-01-01,2019
3135,77.746666,2020-01-01,2020
3136,118.459999,2021-01-01,2021
3137,186.146667,2022-01-01,2022
3138,141.320007,2023-01-01,2023
3139,291.940002,2024-01-01,2024
3140,13.344604,2016-09-01,2016
3141,15.45785,2017-01-01,2017
3142,22.880875,2018-01-01,2018
3143,24.445007,2019-01-01,2019
3144,26.386213,2020-01-01,2020
3145,37.450584,2021-01-01,2021
3146,56.16,2022-01-01,2022
3147,40.560001,2023-01-01,2023
3148,75.449997,2024-01-01,2024
3149,53.0,2014-01-01,2014
3150,71.260002,2015-01-01,2015
3151,87.220001,2016-01-01,2016
3152,76.379997,2017-01-01,2017
3153,64.849998,2018-01-01,2018
3154,72.379997,2019-01-01,2019
3155,101.360001,2020-01-01,2020
3156,93.940002,2021-01-01,2021
3157,93.449997,2022-01-01,2022
3158,80.120003,2023-01-01,2023
3159,129.0,2024-01-01,2024
3160,34.490002,2014-01-01,2014
3161,49.900002,2015-01-01,2015
3162,62.450001,2016-01-01,2016
3163,82.889999,2017-01-01,2017
3164,113.0,2018-01-01,2018
3165,113.220001,2019-01-01,2019
3166,180.119995,2020-01-01,2020
3167,371.899994,2021-01-01,2021
3168,491.790009,2022-01-01,2022
3169,359.649994,2023-01-01,2023
3170,620.5,2024-01-01,2024
3171,5.27,2014-01-01,2014
3172,6.13,2015-01-01,2015
3173,7.31,2016-01-01,2016
3174,10.76,2017-01-01,2017
3175,10.69,2018-01-01,2018
3176,9.3,2019-01-01,2019
3177,9.43,2020-01-01,2020
3178,9.31,2021-01-01,2021
3179,10.75,2022-01-01,2022
3180,12.04,2023-01-01,2023
3181,11.87,2024-01-01,2024
3182,5.89,2014-01-01,2014
3183,3.36,2015-01-01,2015
3184,4.0,2016-01-01,2016
3185,6.2,2017-01-01,2017
3186,9.0,2018-01-01,2018
3187,10.8,2019-01-01,2019
3188,7.73,2020-01-01,2020
3189,17.65,2021-01-01,2021
3190,17.84,2022-01-01,2022
3191,9.82,2023-01-01,2023
3192,13.03,2024-01-01,2024
3193,80.68,2014-01-01,2014
3194,79.129997,2015-01-01,2015
3195,40.139999,2016-01-01,2016
3196,41.349998,2017-01-01,2017
3197,44.25,2018-01-01,2018
3198,37.009998,2019-01-01,2019
3199,32.549999,2020-01-01,2020
3200,20.99,2021-01-01,2021
3201,29.33,2022-01-01,2022
3202,7.7,2023-01-01,2023
3203,10.36,2024-01-01,2024
3204,9.92,2021-05-01,2021
3205,6.2,2022-01-01,2022
3206,4.46,2023-01-01,2023
3207,2.46,2024-01-01,2024
3208,19.184999,2014-01-01,2014
3209,20.82,2015-01-01,2015
3210,16.52,2016-01-01,2016
3211,31.709999,2017-01-01,2017
3212,61.310001,2018-01-01,2018
3213,37.720001,2019-01-01,2019
3214,56.439999,2020-01-01,2020
3215,80.989998,2021-01-01,2021
3216,77.919998,2022-01-01,2022
3217,47.560001,2023-01-01,2023
3218,41.240002,2024-01-01,2024
3219,82.860001,2014-01-01,2014
3220,69.459999,2015-01-01,2015
3221,31.610001,2016-01-01,2016
3222,47.919998,2017-01-01,2017
3223,43.139999,2018-01-01,2018
3224,35.349998,2019-01-01,2019
3225,43.110001,2020-01-01,2020
3226,72.739998,2021-01-01,2021
3227,111.160004,2022-01-01,2022
3228,54.099998,2023-01-01,2023
3229,47.610001,2024-01-01,2024
3230,2.12,2014-01-01,2014
3231,1.33,2015-01-01,2015
3232,0.98,2016-01-01,2016
3233,0.73,2017-01-01,2017
3234,1.81,2018-01-01,2018
3235,1.47,2019-01-01,2019
3236,1.25,2020-01-01,2020
3237,1.36,2021-01-01,2021
3238,3.27,2022-01-01,2022
3239,1.19,2023-01-01,2023
3240,1.88,2024-01-01,2024
3241,9.75,2015-09-01,2015
3242,9.61,2016-01-01,2016
3243,9.91,2017-01-01,2017
3244,7.981,2018-01-01,2018
3245,5.01,2019-01-01,2019
3246,3.89,2020-01-01,2020
3247,4.45,2021-01-01,2021
3248,6.03,2022-01-01,2022
3249,3.86,2023-01-01,2023
3250,3.22,2024-01-01,2024
3251,12.0,2015-01-01,2015
3252,15.65,2016-01-01,2016
3253,18.700001,2017-01-01,2017
3254,24.84,2018-01-01,2018
3255,23.059999,2019-01-01,2019
3256,34.130001,2020-01-01,2020
3257,13.87,2021-01-01,2021
3258,9.06,2022-01-01,2022
3259,9.37,2023-01-01,2023
3260,6.85,2024-01-01,2024
3261,41.119999,2014-01-01,2014
3262,42.59,2015-01-01,2015
