,Open,Date,Year
4810,57.650002,2016-01-01,2016
4811,51.830002,2017-01-01,2017
4812,83.339996,2018-01-01,2018
4813,102.0,2019-01-01,2019
4814,150.970001,2020-01-01,2020
4815,170.860001,2021-01-01,2021
4816,116.089996,2022-01-01,2022
4817,87.300003,2023-01-01,2023
4818,152.110001,2024-01-01,2024
4819,50.125,2014-01-01,2014
4820,52.889999,2015-01-01,2015
4821,58.810001,2016-01-01,2016
4822,56.650002,2017-01-01,2017
4823,71.160004,2018-01-01,2018
4824,62.5,2019-01-01,2019
4825,62.290001,2020-01-01,2020
4826,82.0,2021-01-01,2021
4827,88.68,2022-01-01,2022
4828,57.639999,2023-01-01,2023
4829,75.279999,2024-01-01,2024
4830,3.4006,2014-01-01,2014
4831,0.9786,2015-01-01,2015
4832,1.4,2016-01-01,2016
4833,2.3114,2017-01-01,2017
4834,4.7818,2018-01-01,2018
4835,5.7909,2019-01-01,2019
4836,8.58,2020-01-01,2020
4837,6.29,2021-01-01,2021
4838,8.06,2022-01-01,2022
4839,6.85,2023-01-01,2023
4840,6.0,2024-01-01,2024
4841,106.375,2018-04-01,2018
4842,37.875,2019-01-01,2019
4843,32.125,2020-01-01,2020
4844,13.75,2021-01-01,2021
4845,4.84,2022-01-01,2022
4846,7.4,2023-01-01,2023
4847,9.94,2024-01-01,2024
4848,41.75,2014-01-01,2014
4849,35.240002,2015-01-01,2015
4850,36.919998,2016-01-01,2016
4851,54.68,2017-01-01,2017
4852,66.25,2018-01-01,2018
4853,80.489998,2019-01-01,2019
4854,122.190002,2020-01-01,2020
4855,130.300003,2021-01-01,2021
4856,151.699997,2022-01-01,2022
4857,209.110001,2023-01-01,2023
4858,215.830002,2024-01-01,2024
4859,21.68,2014-01-01,2014
4860,35.240002,2015-01-01,2015
4861,13.83,2016-01-01,2016
4862,22.07,2017-01-01,2017
4863,41.540001,2018-01-01,2018
4864,31.0,2019-01-01,2019
4865,54.849998,2020-01-01,2020
4866,76.480003,2021-01-01,2021
4867,93.910004,2022-01-01,2022
4868,50.560001,2023-01-01,2023
4869,84.0,2024-01-01,2024
4870,29.85,2014-01-01,2014
4871,36.860001,2015-01-01,2015
4872,35.990002,2016-01-01,2016
4873,60.0,2017-01-01,2017
4874,95.050003,2018-01-01,2018
4875,63.25,2019-01-01,2019
4876,112.07,2020-01-01,2020
4877,151.089996,2021-01-01,2021
4878,174.830002,2022-01-01,2022
4879,86.809998,2023-01-01,2023
4880,100.900002,2024-01-01,2024
4881,39.5,2021-07-01,2021
4882,35.23,2022-01-01,2022
4883,21.0,2023-01-01,2023
4884,16.02,2024-01-01,2024
4885,9.79,2018-09-01,2018
4886,9.75,2019-01-01,2019
4887,11.12,2020-01-01,2020
4888,18.76,2021-01-01,2021
4889,25.17,2022-01-01,2022
4890,13.86,2023-01-01,2023
4891,47.48,2024-01-01,2024
4892,27.26,2020-10-01,2020
4893,30.0,2021-01-01,2021
4894,74.660004,2022-01-01,2022
4895,14.17,2023-01-01,2023
4896,18.639999,2024-01-01,2024
4897,10.05,2022-03-01,2022
4898,10.26,2023-01-01,2023
4899,3.24,2024-01-01,2024
4900,58.18,2014-01-01,2014
4901,63.18,2015-01-01,2015
4902,28.870001,2016-01-01,2016
4903,36.549999,2017-01-01,2017
4904,47.200001,2018-01-01,2018
4905,40.099998,2019-01-01,2019
4906,51.029999,2020-01-01,2020
4907,70.910004,2021-01-01,2021
4908,70.269997,2022-01-01,2022
4909,29.940001,2023-01-01,2023
4910,22.43,2024-01-01,2024
4911,84.970001,2014-01-01,2014
4912,69.790001,2015-01-01,2015
4913,76.739998,2016-01-01,2016
4914,86.25,2017-01-01,2017
4915,111.230003,2018-01-01,2018
4916,98.57,2019-01-01,2019
4917,135.419998,2020-01-01,2020
4918,131.660004,2021-01-01,2021
4919,140.320007,2022-01-01,2022
4920,104.040001,2023-01-01,2023
4921,151.169998,2024-01-01,2024
4922,23.360001,2014-01-01,2014
4923,35.259998,2015-01-01,2015
4924,41.41,2016-01-01,2016
4925,52.310001,2017-01-01,2017
4926,69.730003,2018-01-01,2018
4927,79.68,2019-01-01,2019
4928,144.490005,2020-01-01,2020
4929,131.75,2021-01-01,2021
4930,205.339996,2022-01-01,2022
4931,179.399994,2023-01-01,2023
4932,226.179993,2024-01-01,2024
4933,92.620003,2014-01-01,2014
4934,107.669998,2015-01-01,2015
4935,87.290001,2016-01-01,2016
4936,110.980003,2017-01-01,2017
4937,174.139999,2018-01-01,2018
4938,154.279999,2019-01-01,2019
4939,301.269989,2020-01-01,2020
4940,499.98999,2021-01-01,2021
4941,795.73999,2022-01-01,2022
4942,561.280029,2023-01-01,2023
4943,730.0,2024-01-01,2024
4944,22.0,2017-12-01,2017
4945,23.33,2018-01-01,2018
4946,40.389999,2019-01-01,2019
4947,64.480003,2020-01-01,2020
4948,157.360001,2021-01-01,2021
4949,71.370003,2022-01-01,2022
4950,23.6,2023-01-01,2023
4951,14.25,2024-01-01,2024
4952,12.39,2015-06-01,2015
4953,7.85,2016-01-01,2016
4954,12.05,2017-01-01,2017
4955,32.029999,2018-01-01,2018
4956,28.23,2019-01-01,2019
4957,33.990002,2020-01-01,2020
4958,35.220001,2021-01-01,2021
4959,13.89,2022-01-01,2022
4960,5.6,2023-01-01,2023
4961,2.7,2024-01-01,2024
4962,7.71,2014-01-01,2014
4963,8.87,2015-01-01,2015
4964,9.07,2016-01-01,2016
4965,21.42,2017-01-01,2017
4966,16.52,2018-01-01,2018
4967,10.0,2019-01-01,2019
4968,13.76,2020-01-01,2020
4969,23.99,2021-01-01,2021
4970,61.009998,2022-01-01,2022
4971,29.33,2023-01-01,2023
4972,26.66,2024-01-01,2024
4973,16.540001,2014-06-01,2014
4974,12.13,2015-01-01,2015
4975,15.37,2016-01-01,2016
4976,8.8,2017-01-01,2017
4977,7.76,2018-01-01,2018
4978,4.74,2019-01-01,2019
4979,2.49,2020-01-01,2020
4980,1.75,2021-01-01,2021
4981,1.0,2022-01-01,2022
4982,1.6,2023-01-01,2023
4983,0.671,2024-01-01,2024
4984,10.04,2021-04-01,2021
4985,8.56,2022-01-01,2022
4986,2.7,2023-01-01,2023
4987,2.9,2024-01-01,2024
4988,22.35,2016-11-01,2016
4989,28.1,2017-01-01,2017
4990,32.84,2018-01-01,2018
4991,40.110001,2019-01-01,2019
4992,52.060001,2020-01-01,2020
4993,133.550003,2021-01-01,2021
4994,103.699997,2022-01-01,2022
4995,68.5,2023-01-01,2023
4996,60.580002,2024-01-01,2024
4997,25.450001,2021-10-01,2021
4998,22.309999,2022-01-01,2022
4999,18.84,2023-01-01,2023
5000,19.65,2024-01-01,2024
5001,10.32,2021-05-01,2021
5002,16.6,2022-01-01,2022
5003,3.59,2023-01-01,2023
5004,1.67,2024-01-01,2024
5005,17.952246,2014-01-01,2014
5006,21.937475,2015-01-01,2015
5007,18.26096,2016-01-01,2016
5008,14.5,2017-01-01,2017
5009,17.68,2018-01-01,2018
5010,16.700001,2019-01-01,2019
5011,22.98,2020-01-01,2020
5012,24.530001,2021-01-01,2021
5013,34.869999,2022-01-01,2022
5014,21.610001,2023-01-01,2023
5015,26.860001,2024-01-01,2024
5016,54.040001,2014-01-01,2014
5017,79.870003,2015-01-01,2015
5018,77.769997,2016-01-01,2016
5019,106.68,2017-01-01,2017
5020,185.149994,2018-01-01,2018
5021,133.460007,2019-01-01,2019
5022,295.779999,2020-01-01,2020
5023,478.149994,2021-01-01,2021
5024,721.130005,2022-01-01,2022
5025,429.720001,2023-01-01,2023
5026,768.75,2024-01-01,2024
5027,2.64,2014-01-01,2014
5028,3.32,2015-01-01,2015
5029,1.31,2016-01-01,2016
5030,0.7,2017-01-01,2017
5031,1.8,2018-01-01,2018
5032,1.85,2019-01-01,2019
5033,7.21,2020-01-01,2020
5034,57.419998,2021-01-01,2021
5035,62.0,2022-01-01,2022
5036,15.7,2023-01-01,2023
5037,6.75,2024-01-01,2024
5038,6.1,2018-04-01,2018
5039,6.12,2019-01-01,2019
5040,18.709999,2020-01-01,2020
5041,26.17,2021-01-01,2021
5042,40.02,2022-01-01,2022
5043,23.43,2023-01-01,2023
5044,19.715,2024-01-01,2024
5045,43.220001,2014-01-01,2014
5046,41.52,2015-01-01,2015
5047,34.48,2016-01-01,2016
5048,54.57,2017-01-01,2017
5049,61.040001,2018-01-01,2018
5050,50.360001,2019-01-01,2019
5051,77.580002,2020-01-01,2020
5052,78.839996,2021-01-01,2021
5053,95.910004,2022-01-01,2022
